,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
391240,391240,2019-06-28 11:30:53,213161293389774,fraud_Powlowski-Weimann,food_dining,53.53,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,4b105f2f1eab6ed41abab476bb3e3f56,1340883053,43.140093,-77.952722,0
438495,438495,2019-07-14 19:13:57,676148621961,fraud_Zulauf LLC,personal_care,128.62,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1962-11-18,1ab1bb3fce9625da62c31d7dc015233f,1342293237,39.423276,-89.110068,0
917290,917290,2019-12-30 06:41:44,4170689372027579,"fraud_Kutch, Hermiston and Farrell",gas_transport,61.06,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,2c202489ba58f4215e8cc6d1c6cb7c27,1356849704,36.476976,-98.068812,0
707984,707984,2019-10-28 21:55:44,30234966027947,fraud_Kub-Heaney,health_fitness,82.95,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,6a50347ee0097bca87f7fdd97141ec78,1351461344,44.776494,-88.799915,0
61726,61726,2019-02-05 19:36:34,4003989662068504,"fraud_Brown, Homenick and Lesch",health_fitness,46.79,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,c1c8a301c76cc27bda14e8151080bc9c,1328470594,33.979687,-87.954633,0
973877,973877,2020-01-29 17:41:56,2454076758463217,fraud_Jast-McDermott,shopping_pos,169.08,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,b655598879fdf96c53eabbe9a55685f9,1359481316,46.949166,-93.425653,0
666824,666824,2019-10-11 16:55:18,3576431665303017,fraud_Morissette PLC,shopping_pos,9.16,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,1f6ff35176f3c31a30c6607033d7aadc,1349974518,34.108081,-111.289019,0
938054,938054,2020-01-08 22:29:57,6011693194885790,"fraud_Zboncak, Rowe and Murazik",shopping_net,1029.2,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,cc38c8cf0172ce7637deb0b2461fb5a1,1357684197,46.107728,-93.33063,1
1138317,1138317,2020-04-19 16:09:01,30234966027947,fraud_Reichel LLC,personal_care,5.71,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,806fd10a5430b7777af12cb036fd2cb3,1366387741,43.017416,-88.856313,0
1058334,1058334,2020-03-15 15:57:01,3589255887819806,"fraud_Crist, Jakubowski and Littel",home,27.99,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,efe6fe37468e62f6b3dd88f1b9da4f7b,1363363021,40.48805,-78.593242,0
968109,968109,2020-01-26 12:05:52,4561368699336875,fraud_Rolfson-Kunde,personal_care,27.31,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,0084760820e6a535342880521073bf62,1359201952,35.355344,-80.985136,0
148,148,2019-01-01 01:46:40,38199021865320,fraud_Boyer PLC,misc_pos,32.82,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,a05deff7a60c8b5ef65f780ef5c09743,1325382400,42.348367,-72.68946700000001,0
765323,765323,2019-11-24 01:07:44,4879265611163287,fraud_Lynch Ltd,shopping_pos,137.76,Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,31630,31.0,-82.8555,419,Advertising account executive,1990-10-28,409b45b6bbde8603b6a15bbbd0f65dbf,1353719264,30.609981,-81.933208,0
995683,995683,2020-02-11 00:50:30,6524376634971418,fraud_Dickinson Ltd,misc_pos,28.85,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,adac5c66dfcd6f9da500b48789154498,1360543830,34.792339,-87.78101600000001,0
1210787,1210787,2020-05-21 08:36:57,4003989662068504,"fraud_Greenholt, Jacobi and Gleason",gas_transport,98.99,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,6a9b5dbd9e78c25f88e72347d531426f,1369125417,32.527378000000006,-87.356036,0
1004478,1004478,2020-02-16 17:35:57,676372984911,fraud_Pacocha-Weissnat,kids_pets,42.59,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,b15ba8904529a529fe530484c8c820d2,1361036157,39.321697,-99.117322,0
459489,459489,2019-07-22 03:49:40,4783226709001,"fraud_Olson, Becker and Koch",gas_transport,56.62,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1961-04-22,e135241ceb01907f4b2040f116f215d3,1342928980,39.002619,-100.056268,0
728966,728966,2019-11-07 20:47:14,3582754887089201,fraud_Altenwerth-Kilback,home,7.12,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,dc17c1e0a68e01647292d633bd38eb00,1352321234,34.628886,-94.024242,0
278484,278484,2019-05-18 02:21:50,6011109736646996,fraud_McCullough Group,grocery_net,36.67,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,2cbe3e057a85f0d6c5d149c535f1635e,1337307710,34.315758,-78.050947,0
558948,558948,2019-08-26 06:47:35,378278619832195,fraud_McDermott-Rice,misc_pos,10.3,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,187b9535fd4f3d8debb8331ea67e8223,1345963655,44.264152,-122.122576,0
570540,570540,2019-08-30 23:37:25,3576431665303017,"fraud_Gutmann, McLaughlin and Wiza",home,95.81,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,aeeff75c6457206b76297174512bf9b1,1346369845,33.068565,-112.256506,0
588952,588952,2019-09-07 09:30:45,374821819075109,fraud_Kunze Inc,grocery_pos,109.55,Zachary,Boone,M,3703 Benson Wells,Palmyra,NY,14522,43.0622,-77.2218,9565,Exhibition designer,1927-12-11,884d599b12122daa6dff872911c426a3,1347010245,43.239613,-76.652362,0
145772,145772,2019-03-19 18:51:08,38530489946071,fraud_Kuhn Group,food_dining,6.43,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,378f3016df603d9c68de175bb515e078,1332183068,35.752834,-81.32255500000001,0
1015915,1015915,2020-02-23 12:35:31,3565423334076143,"fraud_Bahringer, Bergnaum and Quitzon",home,120.63,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,58ee046f11f4ab7753550f34693d8d83,1361622931,38.884162,-87.361395,0
90231,90231,2019-02-23 04:57:34,6592861994408652,"fraud_Greenholt, Jacobi and Gleason",gas_transport,46.86,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,58802796482566bdaa80aa041fd3d788,1329973054,43.020678,-78.865868,0
386637,386637,2019-06-26 09:26:38,4170689372027579,fraud_Bartoletti-Wunsch,gas_transport,72.71,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,5848a4f80a0d955bb5da4af3e46f9173,1340702798,34.796403999999995,-97.49095,0
569794,569794,2019-08-30 17:40:57,3504178999463051,fraud_Pouros-Conroy,shopping_pos,1.07,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,64197fea0306dd63dc0fb6efed454202,1346348457,41.054768,-83.110489,0
1239632,1239632,2020-06-01 05:27:44,4158008602445,fraud_Harber Inc,gas_transport,43.8,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1979-12-27,4ab00cf28b43c50e9d73909c12e7731e,1370064464,45.192334,-92.169263,0
1012910,1012910,2020-02-22 01:25:31,370612217861404,fraud_Bogisich-Homenick,misc_net,117.63,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,0f139083ce77c22b029fc75c69e513bc,1361496331,39.737842,-74.956998,0
1237409,1237409,2020-05-31 14:47:35,4997733566924489,"fraud_Yost, Schamberger and Windler",kids_pets,39.5,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,2d39c2f7566a021e51737b8bac3c63a5,1370011655,44.420215,-92.522142,0
590542,590542,2019-09-07 22:09:24,6538441737335434,"fraud_Greenfelder, Bartoletti and Davis",misc_net,258.28,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,de99b65ac7e3f698614991577cbb0310,1347055764,41.597591,-80.78904,0
300902,300902,2019-05-26 20:35:31,3511378610369890,"fraud_Lehner, Reichert and Mills",misc_pos,4.88,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,961056fb2c3647381d1958c33d368d80,1338064531,33.833193,-87.183471,0
209975,209975,2019-04-17 07:39:05,4208110975550360171,fraud_Bashirian Group,shopping_net,91.86,David,Bonilla,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,1982-01-16,acbff73f7ca3035e1515af7327f07a65,1334648345,32.110133000000005,-83.278981,0
718765,718765,2019-11-03 07:57:46,340103199302564,fraud_Kerluke PLC,misc_net,1.68,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1934-02-09,1f71e38b8ac389bb6dd44f63f7de13c5,1351929466,36.226143,-78.751538,0
1045965,1045965,2020-03-09 19:33:53,571365235126,fraud_Hammes-Beatty,kids_pets,4.57,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dbd51563fce77367d8ccfd79f3ed7a70,1362857633,45.023553,-85.62943299999999,0
410449,410449,2019-07-05 05:44:29,38199021865320,fraud_Koss and Sons,gas_transport,70.21,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,f42b12405c3cdd6be82e44b10402687a,1341467069,43.468108,-73.20268399999999,0
21582,21582,2019-01-13 22:58:17,2720433095629877,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,6.55,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,1bba83d96f0c17463bdc18b04ff9cdde,1326495497,43.564588,-69.370832,0
1219621,1219621,2020-05-25 03:41:52,4451952084362894,fraud_Schmeler Inc,misc_pos,35.55,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,c49dcbe21b1f3f32aaf8f327ff94b529,1369453312,35.409879,-102.97761,0
848982,848982,2019-12-15 10:18:55,30248898834493,"fraud_Schaefer, Maggio and Daugherty",gas_transport,54.41,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1953-04-19,1c4ce44879c364daae48500c80852bf7,1355566735,31.996946,-99.197428,0
1046347,1046347,2020-03-09 21:53:34,6517217825320610,fraud_Schulist Ltd,food_dining,56.76,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,eeaeb0cea7c7ca143e7628f4c2d8dd86,1362866014,31.033736,-90.851787,0
1280923,1280923,2020-06-15 14:41:01,4769426683924058915,"fraud_Witting, Beer and Ernser",home,53.89,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,07f010dc9f8e605df8078a78be4a007e,1371307261,41.256923,-77.975054,0
1186958,1186958,2020-05-11 02:51:40,3593118134380341,"fraud_Lehner, Mosciski and King",misc_net,6.21,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,6ab3d3972d2b6435255d0a62b167aae1,1368240700,43.760168,-68.61676899999999,0
226918,226918,2019-04-24 20:48:59,374656033243756,fraud_Terry-Huel,shopping_net,5.52,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,4544ae1a0c53c35aae0847c8e9709762,1335300539,38.140342,-77.385126,0
1213304,1213304,2020-05-22 18:39:16,38199021865320,fraud_Daugherty-Thompson,food_dining,63.7,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,75285e9f09f5ee7d019c476c6d857ecb,1369247956,43.075665,-71.603492,0
185409,185409,2019-04-06 19:31:08,4377338765909719,"fraud_Kling, Howe and Schneider",home,46.55,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,00d5f4941276b6cc0e85c4ab421715db,1333740668,36.922245,-84.308746,0
280523,280523,2019-05-18 21:33:08,4587657402165341815,fraud_Schulist Ltd,food_dining,102.86,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,a9326861e84c0cd0b996e49a0362f3ac,1337376788,41.77327,-87.447721,0
843270,843270,2019-12-14 09:57:14,3560797065840735,"fraud_Schultz, Simonis and Little",grocery_pos,106.8,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,f6c4f74fbaf81826ce5c0157446415ce,1355479034,47.161009,-101.978216,0
299019,299019,2019-05-26 10:51:12,676148621961,fraud_Kutch LLC,gas_transport,75.58,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1962-11-18,e407551833f3bbf6d80699b2907d9666,1338029472,39.337868,-90.369882,0
1005474,1005474,2020-02-17 02:53:25,30197398657930,fraud_Rempel PLC,grocery_net,34.41,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,4b8d17b818673d284107dd76f9b46b1b,1361069605,36.148855,-77.952488,0
291551,291551,2019-05-23 17:35:47,4646845581490336108,fraud_Kozey-Boehm,shopping_net,151.98,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,dd7a3e35444bd98a692d288db9a7747c,1337794547,41.389097,-73.528746,0
450410,450410,2019-07-19 13:04:26,6535328428560433,"fraud_Denesik, Powlowski and Pouros",home,20.5,Michelle,Beck,F,2887 Olson Road Suite 439,Minneapolis,MN,55428,45.0632,-93.3811,1022298,Analytical chemist,1967-10-28,2001b94f2d4e3230c600e22e8a192c3b,1342703066,44.913696,-93.515963,0
926379,926379,2020-01-02 05:19:58,180046765320457,"fraud_Streich, Hansen and Veum",gas_transport,88.9,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,eb903b0605c312c3628ca9b330de4d64,1357103998,40.491194,-81.123098,0
113757,113757,2019-03-05 12:34:27,372520049757633,fraud_Corwin-Romaguera,travel,1.57,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,499e1b7260c2bfbc7a1e7800bfecfe5c,1330950867,48.511659,-93.54679,0
406019,406019,2019-07-03 05:46:47,38797410705641,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,41.52,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,6dad8f9896b0b4c0df27dbe9d72ca8ab,1341294407,41.622996,-74.49559599999999,0
480739,480739,2019-07-29 14:21:50,4683638447911,fraud_Crona and Sons,kids_pets,56.14,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,dbf313e0e19cd88d6244202e6c8e76a9,1343571710,29.329287,-92.502992,0
548392,548392,2019-08-23 00:40:16,3541160328600277,"fraud_Connelly, Reichert and Fritsch",gas_transport,64.78,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,6b5135fff52c980d57cc155afd2ac7d4,1345682416,38.81159,-91.123855,0
445489,445489,2019-07-17 06:49:27,5130484058948421,fraud_Miller-Hauck,grocery_pos,102.14,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,00083ae20f1f8e1dc783c37b112092d6,1342507767,41.196741,-83.613879,0
178000,178000,2019-04-03 02:21:20,3575789281659026,fraud_Rutherford-Mertz,grocery_pos,112.34,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,112cd38e9e77c9f0ba96010466e9825d,1333419680,38.60418,-94.429766,0
716197,716197,2019-11-02 11:22:37,4220495028289516646,"fraud_Kuhic, Bins and Pfeffer",shopping_net,39.3,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,2df223817ee7d78102d0b8c961ea2a98,1351855357,33.638856,-117.667686,0
364211,364211,2019-06-17 21:29:54,571465035400,fraud_Nolan-Williamson,kids_pets,47.4,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,f00b7e4eb95e18dbb51400246cd410ae,1339968594,42.146573,-108.852723,0
1110681,1110681,2020-04-06 23:57:14,4092452671396169678,fraud_Gibson-Deckow,entertainment,109.13,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,a8b3c718657b6b62a5b78fa74ab3a61f,1365292634,34.508338,-78.611173,0
1140657,1140657,2020-04-20 12:26:31,2714019737356678,"fraud_Parisian, Schiller and Altenwerth",misc_net,70.21,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,1995-08-30,c01c67e9d7036e32ec5323a56d2470b3,1366460791,40.100786,-80.009438,0
376793,376793,2019-06-23 02:19:15,213156747557083,"fraud_Reilly, Heaney and Cole",gas_transport,77.2,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,4ca00c16fe9feab1572f7c243f890d50,1340417955,33.918085999999995,-117.822385,0
558657,558657,2019-08-26 04:20:26,3582754887089201,"fraud_Gottlieb, Considine and Schultz",shopping_net,1.9,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,863ac9775474c4262fecbd720fc2ca95,1345954826,35.15711,-92.763681,0
609233,609233,2019-09-15 21:13:15,4364010865167176,fraud_Pouros-Haag,shopping_pos,2.49,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,8be3de56a8453b63f5ab4ec28099bdea,1347743595,39.268835,-120.438676,0
468024,468024,2019-07-25 14:47:13,571314334723,fraud_Romaguera Ltd,health_fitness,94.59,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,48c68438bb4b311157c5af8fd75404ba,1343227633,39.501371,-80.81825400000001,0
1211346,1211346,2020-05-21 16:12:36,213157767990030,fraud_Runte-Mohr,food_dining,30.82,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,98f320ff8f01b6af1a85ea75ce24ef28,1369152756,41.751102,-108.805801,0
116820,116820,2019-03-07 08:20:06,30373802285317,fraud_Pacocha-O'Reilly,grocery_pos,67.11,Nicholas,Osborne,M,7538 Carrie Meadow Suite 574,Claremont,CA,91711,34.1092,-117.7183,35705,Wellsite geologist,1956-05-15,e32bb9fd6ef7ae33d9e3b82d03af11e8,1331108406,33.716044000000004,-118.570009,0
1077577,1077577,2020-03-23 16:34:28,30570197515105,"fraud_Kling, Howe and Schneider",home,22.75,Vincent,Cain,M,64851 Cole Turnpike,Hartford,AL,36344,31.086,-85.7192,5732,Jewellery designer,1945-12-07,d269b92f22de818fe67b7c57b7e6ce6d,1364056468,30.511564,-85.770202,0
1247120,1247120,2020-06-03 03:45:51,3549202406645667,fraud_McCullough LLC,misc_pos,2.91,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,413640f812aab92f366a24d4e950aedb,1370231151,43.158403,-69.617264,0
346326,346326,2019-06-11 21:27:12,4623560839669,fraud_Homenick LLC,personal_care,94.08,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,daddb00bffbe82652e4e4abb4a36f7c3,1339450032,42.904305,-94.751969,0
887653,887653,2019-12-23 14:18:15,4640395708703,"fraud_Lowe, Dietrich and Erdman",kids_pets,1.23,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,7bae608072928c7492d214733450e33e,1356272295,31.239179,-90.657205,0
166198,166198,2019-03-29 10:45:35,3546897637165774,fraud_Corwin-Gorczany,misc_net,5.43,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956-05-30,58ecb352b4ea6cd87b2b2fa476d9be37,1333017935,31.311687,-96.815927,0
635682,635682,2019-09-27 23:56:24,3591919803438423,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1.55,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,e957386ea486b96913c44f0ba92ee5bb,1348790184,29.267428,-80.492134,0
573474,573474,2019-08-31 21:20:25,180036456789979,fraud_Lemke-Gutmann,shopping_net,48.32,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,a5c968c0b58a201e21b18fea65833367,1346448025,42.488374,-91.132257,0
1113643,1113643,2020-04-07 22:27:52,4457732997086323466,fraud_Howe PLC,entertainment,72.6,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,aefac909925a2bdb14927d028814ead7,1365373672,38.216667,-120.597494,0
180644,180644,2019-04-04 15:41:20,2264937662466770,"fraud_Zboncak, Rowe and Murazik",shopping_net,6.51,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,3facdfd846ef829f06f59b76fce11e0a,1333554080,28.402063,-98.11097,0
